event_id,symbol,market,confirm_date,fold,holdout
AAMI:12:102,AAMI,US,2024-12-26,0,True
AAMI:31:126,AAMI,US,2026-03-09,0,True
AAOI:17:9,AAOI,US,2022-11-07,5,False
AAOI:16:13,AAOI,US,2022-09-30,5,False
AAOI:22:20,AAOI,US,2023-03-16,5,False
AAOI:18:23,AAOI,US,2023-04-28,5,False
AAOI:4:47,AAOI,US,2023-09-14,5,False
AAOI:9:50,AAOI,US,2023-09-14,5,False
AAOI:10:51,AAOI,US,2023-10-10,5,False
AAOI:11:52,AAOI,US,2023-09-14,5,False
AAOI:3:75,AAOI,US,2024-06-03,0,True
AAOI:8:79,AAOI,US,2024-07-30,0,True
AAOI:5:98,AAOI,US,2025-03-10,0,True
AAOI:26:100,AAOI,US,2024-10-30,0,True
AAOI:26:102,AAOI,US,2025-03-04,0,True
AAOI:31:103,AAOI,US,2025-03-04,0,True
AAOI:27:104,AAOI,US,2025-01-28,0,True
AAOI:30:117,AAOI,US,2025-06-02,0,True
AAOI:28:123,AAOI,US,2025-07-31,0,True
AAOI:37:125,AAOI,US,2025-08-04,0,True
AAOI:37:128,AAOI,US,2025-11-14,0,True
AAOI:27:133,AAOI,US,2025-09-26,0,True
AAOI:36:144,AAOI,US,2026-01-09,0,True
AAON:0:1,AAON,US,2020-10-21,4,False
AAON:2:3,AAON,US,2021-05-03,4,False
AAON:8:9,AAON,US,2021-09-08,4,False
AAON:2:12,AAON,US,2022-01-21,4,False
AAON:16:43,AAON,US,2023-05-15,5,False
AAON:19:60,AAON,US,2024-01-17,5,False
AAON:20:61,AAON,US,2024-01-16,5,False
AAON:25:80,AAON,US,2025-06-12,0,True
AAON:32:83,AAON,US,2025-05-30,0,True
AAON:23:92,AAON,US,2025-12-16,0,True
AAON:24:93,AAON,US,2025-12-18,0,True
AAON:25:94,AAON,US,2025-12-18,0,True
AAON:42:103,AAON,US,2025-12-10,0,True
AAON:31:112,AAON,US,2026-03-18,0,True
AAON:29:118,AAON,US,2026-03-04,0,True
AAON:35:135,AAON,US,2026-06-30,0,True
AAP:6:23,AAP,US,2022-05-02,5,False
AAP:0:31,AAP,US,2022-08-30,5,False
AAP:23:52,AAP,US,2024-04-16,0,True
AAP:25:55,AAP,US,2024-05-01,0,True
AAP:35:65,AAP,US,2024-12-18,0,True
AAP:35:66,AAP,US,2025-02-21,0,True
AAP:37:68,AAP,US,2025-02-10,0,True
AAP:41:77,AAP,US,2025-08-04,0,True
AAP:27:81,AAP,US,2025-08-19,0,True
AAP:38:103,AAP,US,2026-05-14,0,True
AAP:42:106,AAP,US,2026-05-12,0,True
AAPB:6:27,AAPB,US,2025-05-06,0,True
AAPB:10:38,AAPB,US,2026-01-09,0,True
AAPB:5:39,AAPB,US,2026-01-07,0,True
AAPB:9:42,AAPB,US,2025-11-18,0,True
AAPB:14:43,AAPB,US,2025-12-22,0,True
AAPD:20:9,AAPD,US,2025-08-11,0,True
AAPD:18:16,AAPD,US,2025-04-24,0,True
AAPD:19:17,AAPD,US,2025-04-24,0,True
AAPD:26:39,AAPD,US,2026-04-16,0,True
AAPL:4:7,AAPL,US,2021-05-05,4,False
AAPL:0:11,AAPL,US,2021-10-04,4,False
AAPL:10:24,AAPL,US,2022-04-12,5,False
AAPL:10:35,AAPL,US,2022-08-24,5,False
AAPL:17:55,AAPL,US,2023-02-22,5,False
AAPL:12:69,AAPL,US,2023-09-28,5,False
AAPL:14:77,AAPL,US,2023-10-23,5,False
AAPL:12:79,AAPL,US,2024-03-06,5,False
AAPL:19:88,AAPL,US,2024-02-01,5,False
AAPL:30:103,AAPL,US,2025-01-13,0,True
AAPL:29:104,AAPL,US,2025-02-10,0,True
AAPL:28:107,AAPL,US,2025-02-28,0,True
AAPL:20:118,AAPL,US,2025-05-07,0,True
AAPL:25:119,AAPL,US,2025-05-06,0,True
AAPL:31:136,AAPL,US,2026-01-12,0,True
AAPL:33:137,AAPL,US,2026-03-16,0,True
AAPL:40:144,AAPL,US,2026-06-10,0,True
AAPU:4:43,AAPU,US,2025-05-06,0,True
AAPU:10:76,AAPU,US,2026-03-16,0,True
AAPU:15:84,AAPU,US,2026-06-10,0,True
AAPX:4:6,AAPX,US,2025-11-10,0,True
AAPX:4:8,AAPX,US,2025-12-19,0,True
AAPX:1:9,AAPX,US,2025-12-16,0,True
AAPX:10:12,AAPX,US,2026-03-16,0,True
AARD:0:8,AARD,US,2026-01-29,0,True
AAT:6:5,AAT,US,2021-08-04,4,False
AAT:7:10,AAT,US,2021-11-23,4,False
AAT:5:14,AAT,US,2022-01-21,4,False
AAT:0:31,AAT,US,2022-12-22,5,False
AAT:26:47,AAT,US,2023-09-07,5,False
AAT:26:54,AAT,US,2024-04-16,0,True
AAT:29:64,AAT,US,2024-05-24,0,True
AAT:19:79,AAT,US,2024-12-16,0,True
AAT:30:96,AAT,US,2025-06-24,0,True
AAT:31:102,AAT,US,2025-10-14,0,True
AAXJ:17:13,AAXJ,US,2023-02-23,5,False
AAXJ:20:19,AAXJ,US,2023-06-26,5,False
AAXJ:17:22,AAXJ,US,2023-08-09,5,False
AAXJ:13:69,AAXJ,US,2024-12-19,0,True
AAXJ:21:70,AAXJ,US,2024-11-15,0,True
AAXJ:32:71,AAXJ,US,2024-11-18,0,True
AAXJ:41:109,AAXJ,US,2026-03-27,0,True
ABAT:9:1,ABAT,US,2025-02-12,0,True
ABAT:12:2,ABAT,US,2025-02-12,0,True
ABAT:4:30,ABAT,US,2025-08-01,0,True
ABAT:5:31,ABAT,US,2025-07-31,0,True
ABAT:19:36,ABAT,US,2025-11-04,0,True
ABAT:19:46,ABAT,US,2026-02-02,0,True
ABAT:3:50,ABAT,US,2026-06-25,0,True
ABBNY:0:3,ABBNY,US,2020-11-23,4,False
ABBNY:8:10,ABBNY,US,2021-09-29,4,False
ABBNY:9:16,ABBNY,US,2022-01-31,4,False
ABBNY:15:17,ABBNY,US,2022-01-25,4,False
ABBNY:4:28,ABBNY,US,2022-04-13,5,False
ABBNY:5:29,ABBNY,US,2022-04-13,5,False
ABBNY:0:37,ABBNY,US,2022-09-20,5,False
ABBNY:1:38,ABBNY,US,2022-09-02,5,False
ABBV:3:4,ABBV,US,2021-09-08,4,False
ABBV:16:48,ABBV,US,2024-05-29,0,True
ABBV:15:50,ABBV,US,2024-05-30,0,True
ABBV:19:66,ABBV,US,2024-11-18,0,True
ABBV:21:67,ABBV,US,2024-11-18,0,True
ABBV:25:68,ABBV,US,2024-11-13,0,True
ABBV:26:77,ABBV,US,2024-12-09,0,True
ABBV:26:84,ABBV,US,2025-04-08,0,True
ABBV:28:86,ABBV,US,2025-03-26,0,True
ABBV:24:93,ABBV,US,2025-05-09,0,True
ABBV:31:102,ABBV,US,2026-01-20,0,True
ABCB:12:7,ABCB,US,2022-01-21,4,False
ABCB:6:20,ABCB,US,2023-03-08,5,False
ABCB:17:21,ABCB,US,2022-12-16,5,False
ABCB:12:27,ABCB,US,2022-12-06,5,False
ABCB:3:42,ABCB,US,2023-10-26,5,False
ABCB:25:44,ABCB,US,2023-09-22,5,False
ABCB:6:53,ABCB,US,2024-02-27,5,False
ABCB:15:56,ABCB,US,2024-01-17,5,False
ABCB:8:86,ABCB,US,2024-10-02,0,True
ABCB:30:89,ABCB,US,2024-12-20,0,True
ABCL:13:3,ABCL,US,2022-07-25,5,False
ABCL:12:7,ABCL,US,2022-10-20,5,False
ABCL:14:9,ABCL,US,2022-12-12,5,False
ABCL:24:16,ABCL,US,2024-02-01,5,False
ABCL:29:37,ABCL,US,2025-08-04,0,True
ABCL:32:52,ABCL,US,2026-02-03,0,True
ABCL:39:63,ABCL,US,2026-05-18,0,True
ABCL:24:69,ABCL,US,2026-06-10,0,True
ABEO:1:3,ABEO,US,2021-04-08,4,False
ABEO:0:4,ABEO,US,2021-02-19,4,False
ABEO:2:7,ABEO,US,2021-07-07,4,False
ABEO:1:8,ABEO,US,2021-06-23,4,False
ABEO:19:45,ABEO,US,2024-01-17,5,False
ABEO:19:92,ABEO,US,2025-05-09,0,True
ABEO:31:108,ABEO,US,2025-09-02,0,True
ABEQ:0:3,ABEQ,US,2024-02-14,5,False
ABEQ:12:5,ABEQ,US,2026-01-02,0,True
ABEV:2:7,ABEV,US,2021-08-18,4,False
ABEV:4:8,ABEV,US,2021-09-20,4,False
ABEV:10:12,ABEV,US,2022-05-03,5,False
ABEV:1:21,ABEV,US,2023-01-04,5,False
ABEV:4:23,ABEV,US,2022-09-02,5,False
ABEV:12:24,ABEV,US,2022-09-01,5,False
ABEV:10:43,ABEV,US,2023-05-31,5,False
ABEV:4:44,ABEV,US,2023-08-09,5,False
ABEV:23:55,ABEV,US,2024-11-29,0,True
ABEV:22:56,ABEV,US,2024-08-30,0,True
ABEV:27:63,ABEV,US,2025-06-18,0,True
ABEV:20:65,ABEV,US,2025-05-27,0,True
ABEV:4:98,ABEV,US,2026-04-28,0,True
ABFL:3:1,ABFL,US,2024-04-22,0,True
ABG:5:22,ABG,US,2022-03-25,0,False
ABG:5:30,ABG,US,2022-06-14,5,False
ABG:12:44,ABG,US,2022-12-06,5,False
ABG:14:50,ABG,US,2023-03-17,5,False
ABG:6:51,ABG,US,2023-03-16,5,False
ABG:9:64,ABG,US,2023-10-06,5,False
ABG:10:65,ABG,US,2023-10-06,5,False
ABG:8:66,ABG,US,2023-07-26,5,False
ABG:11:67,ABG,US,2023-07-24,5,False
ABG:10:78,ABG,US,2024-02-08,5,False
ABG:8:85,ABG,US,2024-04-12,0,True
ABG:9:86,ABG,US,2024-04-17,0,True
ABG:26:88,ABG,US,2024-04-11,0,True
ABG:23:93,ABG,US,2024-06-26,0,True
ABG:11:101,ABG,US,2024-08-05,0,True
ABG:24:119,ABG,US,2025-03-14,0,True
ABG:11:120,ABG,US,2025-03-14,0,True
ABG:20:121,ABG,US,2025-01-06,0,True
ABG:18:122,ABG,US,2024-12-13,0,True
ABG:22:123,ABG,US,2024-12-09,0,True
ABG:29:130,ABG,US,2025-02-28,0,True
ABG:26:139,ABG,US,2025-05-23,0,True
ABG:11:141,ABG,US,2025-07-21,0,True
ABG:21:145,ABG,US,2025-07-16,0,True
ABG:24:152,ABG,US,2025-11-07,0,True
ABG:19:156,ABG,US,2025-09-15,0,True
ABG:25:160,ABG,US,2025-10-13,0,True
ABG:8:166,ABG,US,2026-02-25,0,True
ABM:1:1,ABM,US,2020-12-02,4,False
ABM:11:6,ABM,US,2021-09-08,4,False
ABM:6:22,ABM,US,2022-09-19,5,False
ABM:4:24,ABM,US,2022-09-14,5,False
ABM:17:47,ABM,US,2023-03-09,5,False
ABM:12:50,ABM,US,2023-03-08,5,False
ABM:3:52,ABM,US,2023-06-21,5,False
ABM:5:53,ABM,US,2023-05-25,5,False
ABM:0:67,ABM,US,2023-10-26,5,False
ABM:3:74,ABM,US,2024-01-17,5,False
ABM:20:86,ABM,US,2023-12-28,5,False
ABM:16:114,ABM,US,2024-09-10,0,True
ABM:19:115,ABM,US,2024-09-10,0,True
ABM:24:116,ABM,US,2024-08-07,0,True
ABM:25:126,ABM,US,2024-10-25,0,True
ABM:15:143,ABM,US,2025-06-16,0,True
ABM:20:144,ABM,US,2025-06-16,0,True
ABM:17:148,ABM,US,2025-06-12,0,True
ABM:20:154,ABM,US,2025-09-17,0,True
ABM:17:155,ABM,US,2025-07-31,0,True
ABM:17:159,ABM,US,2025-09-10,0,True
ABM:3:173,ABM,US,2025-12-22,0,True
ABNB:8:5,ABNB,US,2021-11-23,4,False
ABNB:6:15,ABNB,US,2022-02-24,4,False
ABNB:6:23,ABNB,US,2022-04-25,5,False
ABNB:12:32,ABNB,US,2022-11-01,5,False
ABNB:16:34,ABNB,US,2023-05-15,5,False
ABNB:14:40,ABNB,US,2023-03-13,5,False
ABNB:13:53,ABNB,US,2023-09-26,5,False
ABNB:4:71,ABNB,US,2024-04-16,0,True
ABNB:5:72,ABNB,US,2024-04-03,5,False
ABNB:26:91,ABNB,US,2025-02-28,0,True
ABNB:11:102,ABNB,US,2025-05-23,0,True
ABNB:28:105,ABNB,US,2025-06-20,0,True
ABNB:18:112,ABNB,US,2025-11-05,0,True
ABNB:28:116,ABNB,US,2026-01-15,0,True
ABNB:29:118,ABNB,US,2026-03-16,0,True
ABNB:28:122,ABNB,US,2026-05-14,0,True
ABOS:3:5,ABOS,US,2022-11-17,5,False
ABOS:4:6,ABOS,US,2022-11-07,5,False
ABOS:5:7,ABOS,US,2022-11-01,5,False
ABOS:6:13,ABOS,US,2023-09-26,5,False
ABOS:28:43,ABOS,US,2025-08-29,0,True
ABR:11:13,ABR,US,2021-11-19,4,False
ABR:9:15,ABR,US,2021-11-03,4,False
ABR:0:24,ABR,US,2022-09-28,5,False
ABR:2:26,ABR,US,2022-09-06,5,False
ABR:0:47,ABR,US,2023-10-30,5,False
ABR:4:52,ABR,US,2023-08-18,5,False
ABR:20:53,ABR,US,2023-08-21,5,False
ABR:18:54,ABR,US,2023-08-16,5,False
ABR:5:64,ABR,US,2024-01-03,5,False
ABR:19:85,ABR,US,2024-09-05,0,True
ABR:28:87,ABR,US,2024-12-19,0,True
ABR:25:89,ABR,US,2024-10-04,0,True
ABSI:14:32,ABSI,US,2024-08-06,0,True
ABSI:9:33,ABSI,US,2024-08-06,0,True
ABSI:17:37,ABSI,US,2024-09-10,0,True
ABSI:10:42,ABSI,US,2024-11-01,0,True
ABSI:13:48,ABSI,US,2025-03-05,0,True
ABSI:8:50,ABSI,US,2025-02-26,0,True
ABSI:10:51,ABSI,US,2025-02-26,0,True
ABSI:16:60,ABSI,US,2025-05-08,0,True
ABSI:13:64,ABSI,US,2025-11-11,0,True
ABSI:15:65,ABSI,US,2025-11-10,0,True
ABSI:30:66,ABSI,US,2025-11-10,0,True
ABSI:13:83,ABSI,US,2026-01-12,0,True
ABT:0:8,ABT,US,2021-10-04,4,False
ABT:5:16,ABT,US,2021-11-24,4,False
ABT:4:21,ABT,US,2022-02-15,4,False
ABT:13:50,ABT,US,2023-07-07,5,False
ABT:14:53,ABT,US,2023-08-07,5,False
ABT:12:56,ABT,US,2024-04-18,0,True
ABT:2:62,ABT,US,2024-03-18,5,False
ABT:11:63,ABT,US,2024-03-19,5,False
ABT:21:102,ABT,US,2025-04-08,0,True
ABTC:2:1,ABTC,US,2021-03-05,4,False
ABTC:1:2,ABTC,US,2021-02-18,4,False
ABTC:3:4,ABTC,US,2021-03-23,4,False
ABTC:39:15,ABTC,US,2025-07-21,0,True
ABTC:38:25,ABTC,US,2025-09-23,0,True
ABTS:16:22,ABTS,US,2024-02-06,5,False
ABTS:26:32,ABTS,US,2025-11-24,0,True
ABUS:1:3,ABUS,US,2020-12-10,4,False
ABUS:0:6,ABUS,US,2021-03-24,4,False
ABUS:8:12,ABUS,US,2021-11-08,4,False
ABUS:9:13,ABUS,US,2021-10-08,4,False
ABUS:17:25,ABUS,US,2022-12-20,5,False
ABUS:18:30,ABUS,US,2023-06-30,5,False
ABUS:15:32,ABUS,US,2023-04-26,5,False
ABUS:16:35,ABUS,US,2023-04-10,5,False
ABUS:18:46,ABUS,US,2024-01-12,5,False
ABUS:14:60,ABUS,US,2024-04-22,0,True
ABUS:23:62,ABUS,US,2024-04-19,0,True
ABUS:24:63,ABUS,US,2024-04-19,0,True
ABUS:21:68,ABUS,US,2024-06-10,0,True
ABUS:22:69,ABUS,US,2024-06-10,0,True
ABUS:22:81,ABUS,US,2024-12-19,0,True
ABUS:7:85,ABUS,US,2024-08-05,0,True
ABUS:10:106,ABUS,US,2025-05-16,0,True
ABUS:30:112,ABUS,US,2025-05-08,0,True
ABUS:30:117,ABUS,US,2025-06-24,0,True
ABUS:31:129,ABUS,US,2026-01-21,0,True
ABUS:2:130,ABUS,US,2025-10-10,0,True
ABVC:17:21,ABVC,US,2025-08-01,0,True
ABVX:2:3,ABVX,US,2024-05-29,0,True
ABX:2:39,ABX,US,2024-08-22,0,True
ABX:3:40,ABX,US,2024-08-22,0,True
ABX:4:41,ABX,US,2024-08-22,0,True
ABX:23:68,ABX,US,2025-11-21,0,True
ABX:21:72,ABX,US,2026-01-05,0,True
ABX:28:77,ABX,US,2026-03-20,0,True
ACA:6:5,ACA,US,2021-01-28,4,False
ACA:6:6,ACA,US,2021-03-01,4,False
ACA:3:10,ACA,US,2021-09-08,4,False
ACA:4:18,ACA,US,2021-12-16,4,False
ACA:13:21,ACA,US,2022-01-11,4,False
ACA:2:29,ACA,US,2022-06-17,5,False
ACA:3:30,ACA,US,2022-05-11,5,False
ACA:13:31,ACA,US,2022-05-12,5,False
ACA:12:32,ACA,US,2022-04-26,5,False
ACA:12:38,ACA,US,2023-01-06,5,False
ACA:15:39,ACA,US,2022-09-06,5,False
ACA:17:40,ACA,US,2022-09-06,5,False
ACA:17:48,ACA,US,2022-10-14,5,False
ACA:15:63,ACA,US,2023-02-10,5,False
ACA:14:71,ACA,US,2023-04-10,5,False
ACA:21:103,ACA,US,2024-08-07,0,True
ACA:26:106,ACA,US,2024-05-23,0,True
ACA:30:123,ACA,US,2025-01-08,0,True
ACA:29:126,ACA,US,2025-02-26,0,True
ACA:26:135,ACA,US,2025-05-22,0,True
ACA:25:136,ACA,US,2025-05-23,0,True
ACA:38:137,ACA,US,2025-08-04,0,True
ACA:29:146,ACA,US,2025-09-17,0,True
ACA:31:168,ACA,US,2025-11-18,0,True
ACA:41:173,ACA,US,2026-03-20,0,True
ACA:33:177,ACA,US,2026-03-02,0,True
ACA:43:184,ACA,US,2026-05-20,0,True
ACAD:12:8,ACAD,US,2022-01-11,4,False
ACAD:6:13,ACAD,US,2022-04-20,5,False
ACAD:15:28,ACAD,US,2023-02-14,5,False
ACAD:22:41,ACAD,US,2023-09-14,5,False
ACAD:8:43,ACAD,US,2023-08-08,5,False
ACAD:13:44,ACAD,US,2023-08-04,5,False
ACAD:12:49,ACAD,US,2023-10-27,5,False
ACAD:7:54,ACAD,US,2024-01-12,5,False
ACAD:13:55,ACAD,US,2024-01-18,5,False
ACAD:21:56,ACAD,US,2024-02-01,5,False
ACAD:22:57,ACAD,US,2024-02-01,5,False
ACAD:16:80,ACAD,US,2024-11-21,0,True
ACAD:31:83,ACAD,US,2024-12-19,0,True
ACAD:14:84,ACAD,US,2024-12-20,0,True
ACAD:21:114,ACAD,US,2026-01-05,0,True
ACAD:11:127,ACAD,US,2026-05-19,0,True
ACB:2:1,ACB,US,2021-04-16,4,False
ACB:1:5,ACB,US,2021-01-26,4,False
ACB:30:22,ACB,US,2023-09-27,5,False
ACB:31:23,ACB,US,2023-09-25,5,False
ACB:32:24,ACB,US,2023-09-29,5,False
ACB:32:30,ACB,US,2024-04-17,0,True
ACB:33:31,ACB,US,2024-04-18,0,True
ACB:36:52,ACB,US,2025-02-26,0,True
ACB:37:53,ACB,US,2025-03-12,0,True
ACB:45:54,ACB,US,2025-03-04,0,True
ACB:47:56,ACB,US,2025-03-03,0,True
ACB:37:73,ACB,US,2025-11-05,0,True
ACB:46:76,ACB,US,2025-11-07,0,True
ACB:35:83,ACB,US,2025-10-13,0,True
ACB:36:84,ACB,US,2025-10-13,0,True
ACB:48:86,ACB,US,2025-10-23,0,True
ACCO:3:21,ACCO,US,2021-11-19,4,False
ACCO:15:36,ACCO,US,2023-02-16,5,False
ACCO:14:38,ACCO,US,2023-08-15,5,False
ACCO:14:40,ACCO,US,2023-10-03,5,False
ACCO:25:59,ACCO,US,2024-10-24,0,True
ACCO:24:63,ACCO,US,2024-10-03,0,True
ACCO:26:67,ACCO,US,2025-01-10,0,True
ACCO:14:68,ACCO,US,2024-12-19,0,True
ACCO:18:69,ACCO,US,2024-12-23,0,True
ACCO:15:72,ACCO,US,2024-11-22,0,True
ACCO:29:89,ACCO,US,2025-09-30,0,True
ACCO:30:94,ACCO,US,2026-01-27,0,True
ACCO:31:96,ACCO,US,2026-02-24,0,True
ACCS:6:14,ACCS,US,2021-08-10,4,False
ACCS:9:28,ACCS,US,2022-01-13,4,False
ACCS:1:43,ACCS,US,2022-08-19,5,False
ACCS:4:45,ACCS,US,2022-08-10,5,False
ACCS:19:59,ACCS,US,2025-12-19,0,True
ACCS:20:60,ACCS,US,2026-01-27,0,True
ACCS:29:63,ACCS,US,2026-01-26,0,True
ACDC:1:1,ACDC,US,2023-02-22,5,False
ACDC:4:3,ACDC,US,2022-12-08,5,False
ACDC:0:4,ACDC,US,2022-11-25,5,False
ACDC:15:18,ACDC,US,2024-06-05,0,True
ACDC:19:23,ACDC,US,2024-10-16,0,True
ACDC:20:26,ACDC,US,2024-12-23,0,True
ACDC:22:36,ACDC,US,2025-06-24,0,True
ACEL:2:7,ACEL,US,2021-09-13,4,False
ACEL:4:12,ACEL,US,2021-11-18,4,False
ACEL:18:81,ACEL,US,2024-12-23,0,True
ACEL:19:82,ACEL,US,2024-12-19,0,True
ACEL:2:85,ACEL,US,2024-10-03,0,True
ACEL:2:88,ACEL,US,2024-11-20,0,True
ACEL:18:98,ACEL,US,2025-03-05,0,True
ACEL:21:102,ACEL,US,2025-02-26,0,True
ACEL:4:120,ACEL,US,2025-08-05,0,True
ACES:8:11,ACES,US,2022-09-30,5,False
ACET:2:2,ACET,US,2021-03-01,4,False
ACET:3:3,ACET,US,2021-03-08,4,False
ACET:4:4,ACET,US,2021-02-25,4,False
ACET:2:21,ACET,US,2022-01-11,4,False
ACET:0:30,ACET,US,2022-04-19,5,False
ACET:4:31,ACET,US,2022-04-20,5,False
ACET:4:38,ACET,US,2022-08-12,5,False
ACET:0:39,ACET,US,2022-08-01,5,False
ACET:9:61,ACET,US,2023-02-09,5,False
ACET:24:71,ACET,US,2024-04-29,0,True
ACET:34:78,ACET,US,2025-07-30,0,True
ACGL:9:19,ACGL,US,2022-07-15,5,False
ACGL:11:20,ACGL,US,2022-07-13,5,False
ACGL:24:49,ACGL,US,2023-12-08,5,False
ACGL:27:87,ACGL,US,2025-09-17,0,True
ACGL:28:100,ACGL,US,2025-12-08,0,True
ACGL:38:113,ACGL,US,2026-03-05,0,True
ACH:5:10,ACH,US,2021-08-04,4,False
ACH:5:13,ACH,US,2021-12-02,4,False
ACH:5:17,ACH,US,2022-03-11,0,False
ACH:3:27,ACH,US,2022-08-04,5,False
ACH:15:33,ACH,US,2023-02-22,5,False
ACH:0:36,ACH,US,2023-07-06,5,False
ACH:21:44,ACH,US,2023-09-13,5,False
ACH:25:53,ACH,US,2024-01-17,5,False
ACH:44:80,ACH,US,2026-05-19,0,True
ACHC:6:7,ACHC,US,2021-03-24,4,False
ACHC:7:10,ACHC,US,2021-05-19,4,False
ACHC:8:15,ACHC,US,2021-10-07,4,False
ACHC:7:21,ACHC,US,2021-11-23,4,False
ACHC:14:32,ACHC,US,2022-04-25,5,False
ACHC:14:57,ACHC,US,2023-09-27,5,False
ACHC:24:64,ACHC,US,2023-10-27,5,False
ACHC:18:72,ACHC,US,2024-03-15,5,False
ACHC:26:74,ACHC,US,2024-02-01,5,False
ACHC:13:91,ACHC,US,2024-06-17,0,True
ACHC:9:92,ACHC,US,2024-06-17,0,True
ACHC:13:98,ACHC,US,2024-07-25,0,True
ACHC:28:112,ACHC,US,2024-09-10,0,True
ACHC:18:113,ACHC,US,2024-09-11,0,True
ACHC:32:119,ACHC,US,2025-02-10,0,True
ACHC:38:122,ACHC,US,2025-10-22,0,True
ACHC:39:130,ACHC,US,2026-05-08,0,True
ACHC:37:131,ACHC,US,2026-05-06,0,True
ACHR:8:7,ACHR,US,2022-09-02,5,False
ACHR:14:10,ACHR,US,2023-02-10,5,False
ACHR:11:18,ACHR,US,2023-07-21,5,False
ACHR:10:20,ACHR,US,2023-09-27,5,False
ACHR:10:21,ACHR,US,2024-01-17,5,False
ACHR:18:23,ACHR,US,2024-01-04,5,False
ACHR:10:24,ACHR,US,2024-02-22,5,False
ACHR:12:27,ACHR,US,2024-06-17,0,True
ACHR:8:28,ACHR,US,2024-08-12,0,True
ACHR:16:29,ACHR,US,2024-09-09,0,True
ACHR:7:49,ACHR,US,2025-01-14,0,True
ACHR:6:64,ACHR,US,2025-03-31,0,True
ACHR:3:71,ACHR,US,2025-06-02,0,True
ACHR:29:74,ACHR,US,2025-06-05,0,True
ACHR:5:91,ACHR,US,2025-10-23,0,True
ACHV:1:2,ACHV,US,2021-03-05,4,False
ACHV:13:13,ACHV,US,2023-05-24,5,False
ACHV:10:16,ACHV,US,2023-05-17,5,False
